"","Covered_Recipient_Type","Teaching_Hospital_CCN","Teaching_Hospital_ID","Teaching_Hospital_Name","Recipient_Primary_Business_Street_Address_Line1","Recipient_Primary_Business_Street_Address_Line2","Recipient_City","Recipient_State","Recipient_Zip_Code","Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Country","Total_Amount_of_Payment_USDollars","Date_of_Payment","Number_of_Payments_Included_in_Total_Amount","Form_of_Payment_or_Transfer_of_Value","Nature_of_Payment_or_Transfer_of_Value","City_of_Travel","State_of_Travel","Country_of_Travel","Physician_Ownership_Indicator","Third_Party_Payment_Recipient_Indicator","Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value","Charity_Indicator","Third_Party_Equals_Covered_Recipient_Indicator","Contextual_Information","Delay_in_Publication_Indicator","Record_ID","Product_Indicator","Name_of_Associated_Covered_Drug_or_Biological1","Name_of_Associated_Covered_Drug_or_Biological2","Name_of_Associated_Covered_Drug_or_Biological3","Name_of_Associated_Covered_Drug_or_Biological4","Name_of_Associated_Covered_Drug_or_Biological5","NDC_of_Associated_Covered_Drug_or_Biological1","NDC_of_Associated_Covered_Drug_or_Biological2","NDC_of_Associated_Covered_Drug_or_Biological3","NDC_of_Associated_Covered_Drug_or_Biological4","NDC_of_Associated_Covered_Drug_or_Biological5","Name_of_Associated_Covered_Device_or_Medical_Supply1","Name_of_Associated_Covered_Device_or_Medical_Supply2","Name_of_Associated_Covered_Device_or_Medical_Supply3","Name_of_Associated_Covered_Device_or_Medical_Supply4","Name_of_Associated_Covered_Device_or_Medical_Supply5","address","lon","lat"
"52","Covered Recipient Teaching Hospital",500129,1031,"MULTICARE HEALTH SYSTEM","315 MARTIN LUTHER KING JR WAY","MULTICARE DISTRIBUTION CENTER","TACOMA","WA","98405-4234","Helena Laboratories Corporation",100000005555,"Helena Laboratories Corporation","TX","United States",420,"09/05/2013",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","No","","","No",109955072,"Covered","","","","","","","","","","","SPIFE APPLICATOR BLADES 30 PKG","","","","","315 MARTIN LUTHER KING JR WAY, TACOMA, WA 98405-4234",-122.4529682,47.2593601
"53","Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Eli Lilly and Company",100000000066,"LILLY USA, LLC","IN","United States",3500,"09/23/2013",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","","No",100185176,"None","","","","","","","","","","","","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"54","Covered Recipient Teaching Hospital",500008,1039,"University of Washington","1959 NE Pacific St","","Seattle","WA","98195","Endologix, Inc.",100000000079,"Endologix, Inc.","CA","United States",4000,"09/19/2013",1,"Cash or cash equivalent","Consulting Fee","","","","","Individual","","","Yes","","No",100499228,"Covered","","","","","","","","","","","AFX","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"55","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","HeartWare, Inc.",100000011163,"HeartWare, Inc.","MA","United States",503.8,"08/01/2013",1,"In-kind items and services","Travel and Lodging","Chicago","IL","United States","","No Third Party Payment","","No","","","No",105395242,"Covered","","","","","","","","","","","HeartWare Ventricular Assist System","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"56","Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",91.58,"10/30/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102308978,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"57","Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",141.61,"08/14/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102308958,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"58","Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Amgen Inc.",100000000203,"Amgen Inc.","CA","United States",750,"09/11/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",100581128,"Covered","XGEVA","","","","","5551373001","","","","","","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"59","Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",200,"11/06/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102308000,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"60","Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Edwards Lifesciences Corporation",100000010633,"Edwards Lifesciences Corporation","CA","United States",200.78,"12/31/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","Equpment Loans","No",103732664,"Covered","","","","","","","","","","","Minimally Invasive Hemodynamic Monitoring","","","","","325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"61","Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",240,"09/04/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102307342,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"62","Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","Mallinckrodt LLC",100000005571,"Cadence Pharmaceuticals, Inc.","CA","United States",500,"11/19/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",101432868,"Covered","OFIRMEV","","","","","4382510201","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"63","Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Stryker Corporation",100000010503,"Stryker Corporation","MI","United States",10000,"10/10/2013",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","","","","No",104174842,"Covered","","","","","","","","","","","MAXFACE","NEUROSPINEENT","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"64","Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","","Tacoma","WA","98405","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",186,"08/01/2013",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",102108054,"Covered","","","","","","","","","","","UROLOGY","","","","","315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"65","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Convatec Inc.",100000000289,"Convatec Inc.","NC","United States",600,"11/13/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",102126624,"Covered","","","","","","","","","","","WOUND THERAPEUTICS","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"66","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Bristol-Myers Squibb Company",100000005499,"E.R. Squibb & Sons, L.L.C.","NJ","United States",1500,"09/26/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",101502698,"Covered","IXEMPRA","","","","","0015191113","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"67","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",15.71,"08/28/2013",1,"In-kind items and services","Food and Beverage","","","","","No Third Party Payment","","","","","No",105375534,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"68","Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","MS  737-2-PHYS","Tacoma","WA","98405","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",717.64,"08/01/2013",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",102108070,"Covered","","","","","","","","","","","UROLOGY","","","","","315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"69","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","GAC International LLC",100000010669,"GAC International LLC","PA","United States",164,"11/25/2013",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",104974396,"Covered","","","","","","","","","","","Orthodontic Dentistry","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"70","Covered Recipient Teaching Hospital",500129,1031,"MULTICARE HEALTH SYSTEM","315 MARTIN LUTHER KING JR WAY","MULTICARE DISTRIBUTION CENTER","TACOMA","WA","98405-4234","Helena Laboratories Corporation",100000005555,"Helena Laboratories Corporation","TX","United States",420,"12/16/2013",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","No","","","No",109955048,"Covered","","","","","","","","","","","SPIFE APPLICATOR BLADES 30 PKG","","","","","315 MARTIN LUTHER KING JR WAY, TACOMA, WA 98405-4234",-122.4529682,47.2593601
"71","Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",75.6,"11/21/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102308986,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"72","Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 BROADWAY","","SEATTLE","WA","98122","Sanofi and Genzyme US Companies",100000000076,"SANOFI-AVENTIS U.S. LLC","NJ","United States",1500,"11/15/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","","No",101598622,"Covered","APIDRA","LANTUS","","","","0088-2500-33","0088-2220-33","","","","","","","","","747 BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
"73","Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Edwards Lifesciences Corporation",100000010633,"Edwards Lifesciences Corporation","CA","United States",200.78,"12/31/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","Equpment Loans","No",103732674,"Covered","","","","","","","","","","","Minimally Invasive Hemodynamic Monitoring","","","","","325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"74","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",123.6,"10/07/2013",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","No","","","No",105374458,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"75","Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","","Tacoma","WA","98405","AbbVie, Inc.",100000000204,"AbbVie, Inc.","IL","United States",300,"10/25/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",104719848,"Covered","Creon","","","","","0032-1224-01","","","","","","","","","","315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"76","Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",114.11,"11/13/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102308630,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"77","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","PO BOX 359440","","SEATTLE","WA","98195","Novo Nordisk Inc",100000000144,"Novo Nordisk Inc","NJ","United States",1200,"08/20/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",221956488,"None","","","","","","","","","","","","","","","","PO BOX 359440, SEATTLE, WA 98195",-122.3084023,47.6508882
"78","Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Edwards Lifesciences Corporation",100000010633,"Edwards Lifesciences Corporation","CA","United States",200.78,"12/31/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","Equpment Loans","No",103732650,"Covered","","","","","","","","","","","Minimally Invasive Hemodynamic Monitoring","","","","","325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"79","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Cepheid",100000010934,"Cepheid","CA","United States",9064,"12/03/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","","No",104143764,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"80","Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",203.88,"10/21/2013",1,"Cash or cash equivalent","Gift","","","","","No Third Party Payment","","No","","","No",160381056,"Covered","Mini Gels","","","","","","","","","","","","","","","325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"81","Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",720,"09/04/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102307380,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
